pull_id,pull_no,total_commits
470089662,11025,1
470068654,11024,3
470037703,11023,3
470008139,11022,12
469995222,11021,1
469989247,11020,1
469472075,11019,4
469447892,11018,1
469443858,11017,1
469426699,11016,5
469335569,11015,2
469315361,11014,3
468808261,11013,6
468800971,11012,3
468790499,11011,2
468777571,11010,3
468653746,11009,3
468468111,11008,8
468450377,11007,2
467975087,11006,1
467896346,11005,2
467365587,11003,2
467339250,11002,2
467305538,11001,1
466907478,11000,1
466780047,10999,1
466623466,10998,1
466598024,10997,4
466587382,10996,12
466583427,10995,5
466373095,10994,2
466207008,10993,2
466052994,10992,1
465957908,10991,2
465529243,10990,24
465478925,10989,1
465437479,10988,2
465416181,10987,1
465411191,10986,1
465391769,10985,13
465328534,10984,2
465034240,10983,1
464581196,10982,4
464136973,10981,4
464007400,10980,5
463914925,10979,8
463858156,10978,53
463843012,10977,1
463837923,10976,1
463497992,10975,1
463448887,10974,1
463290627,10973,159
463227737,10972,14
463193877,10971,2
462807794,10970,2
462773622,10969,2
462765391,10968,1
462705195,10967,1
462688811,10966,2
462660873,10965,1
462601279,10964,2
462386476,10963,2
462095214,10962,2
462058428,10961,1
461798294,10960,1
461774670,10959,1
459830325,10958,1
459138476,10957,1
459068063,10956,1
458660454,10955,5
458566954,10954,1
458434988,10953,9
458434684,10952,47
458427575,10951,1
458375672,10950,1
458321798,10949,2
458275590,10948,1
458241478,10947,1
458036922,10946,2
457905520,10945,3
457865185,10944,7
457842770,10943,6
457794522,10942,3
457780012,10941,1
457769115,10940,1
457743778,10939,2
457676469,10938,1
457603749,10937,32
457216169,10936,4
457213151,10935,3
457175566,10934,15
457011598,10933,1
456947200,10932,1
456758941,10931,2
456758637,10930,4
456706104,10929,1
456274026,10928,3
456219907,10927,67
456200395,10926,1
456156958,10925,5
455771899,10924,1
455758088,10923,1
455619337,10921,3
455615686,10920,1
455549808,10919,1
455549644,10918,8
455128868,10917,1
455107785,10916,2
455073580,10915,6
455073522,10914,1
454992099,10913,1
454965138,10912,4
454699243,10911,3
454581933,10910,1
454535184,10909,3
454533942,10908,3
454506555,10907,1
454360509,10906,1
454339947,10905,1
454269676,10904,3
453459370,10903,1
453458191,10902,1
453408904,10901,1
453398106,10900,2
453328861,10899,1
453318572,10898,1
453258937,10897,14
453225002,10896,1
453160906,10895,1
453159876,10894,2
453154954,10893,1
453144383,10892,1
452770032,10891,1
452653086,10890,2
452651563,10889,1
452583192,10888,2
452513473,10887,1
452463583,10886,2
452435185,10885,1
451883620,10884,2
450943408,10883,80
450921595,10882,4
450911972,10881,1
450890982,10880,3
450819755,10879,1
450523876,10878,1
450386681,10877,5
450189832,10876,1
450145594,10875,1
450080445,10874,1
450064923,10873,1
450032465,10872,1
450032110,10871,1
450003769,10870,1
449918304,10869,3
449647409,10868,1
449616318,10867,3
449522281,10866,1
449496076,10865,1
449456883,10864,6
449456815,10863,1
449448098,10862,1
449437201,10861,2
449394248,10860,1
449384338,10859,1
449371799,10858,13
449348138,10857,1
449320415,10856,2
448893516,10855,3
448841670,10854,1
448810445,10853,6
448805886,10852,2
448767103,10851,1
448733941,10850,1
448702592,10849,1
448681851,10848,1
448377961,10847,5
448302002,10846,1
448135884,10845,4
448103402,10844,1
447905494,10843,1
447857421,10842,1
447756943,10841,2
447424737,10840,4
447400524,10839,1
447384178,10838,1
447374810,10837,1
447355137,10836,1
447310683,10835,2
447264267,10834,10
447249884,10833,1
447002554,10832,17
446973035,10831,7
446848476,10830,3
446818338,10829,1
446816468,10828,1
446777008,10827,1
446700162,10826,4
446689323,10825,1
446675013,10824,2
446645525,10823,1
446273249,10822,1
446203174,10821,1
446195485,10820,1
446172809,10819,1
446133813,10818,2
445584962,10817,1
445461464,10816,1
445421247,10815,1
445418968,10814,1
445417590,10813,2
445382042,10812,1
445352273,10811,1
445333554,10810,1
445313989,10809,1
445298699,10808,5
445296155,10807,9
444845525,10806,6
444823876,10805,1
444799815,10804,2
444786718,10803,2
444784942,10802,1
444760724,10801,1
444740058,10800,1
444711120,10799,1
444607016,10798,2
444592789,10797,1
444416066,10796,1
444406297,10795,2
444383506,10794,4
444374189,10793,4
444089859,10792,1
443928834,10791,1
443891359,10790,12
443886480,10789,1
443716200,10788,3
443564425,10787,1
443525297,10786,3
442819639,10785,1
442646641,10784,3
442624107,10783,3
442577114,10782,1
442571808,10781,1
442567572,10780,1
442527120,10779,1
442514129,10778,1
442474651,10777,1
442175529,10775,1
442174702,10774,1
442106230,10773,2
442032658,10772,2
442011968,10771,1
441961585,10770,5
441946140,10769,1
441916151,10768,1
441869275,10767,1
441861829,10766,1
441820830,10765,1
441605923,10764,1
441589659,10763,1
441540620,10762,1
441519431,10761,1
441482732,10760,7
441480736,10759,2
441430334,10758,20
441419574,10757,1
441360829,10756,1
441354118,10755,4
441312185,10754,1
441300658,10753,1
441093636,10752,1
441077772,10751,4
441074908,10750,2
441055698,10749,1
441018251,10748,1
441009705,10747,1
440166506,10746,1
440095256,10745,1
440024951,10744,3
439990593,10743,1
439986951,10742,1
439958963,10741,1
439885691,10740,2
439435866,10739,1
439024173,10738,6
439017966,10737,1
439008873,10736,13
438773081,10735,1
438685671,10734,2
438627628,10733,2
438592438,10732,1
438561122,10731,1
438556384,10730,1
438520041,10729,1
438518921,10728,1
438515591,10727,1
438406117,10726,1
438189700,10725,2
437947040,10724,1
437943526,10723,2
437905991,10722,1
437905473,10721,250
437897114,10720,2
437826966,10719,1
437815636,10718,1
437791402,10717,12
437766871,10716,2
437732691,10715,1
437517681,10713,1
437094303,10712,3
436998116,10711,1
436975119,10710,3
436776202,10709,1
436747948,10708,1
436688914,10707,26
436682461,10706,2
436583647,10705,2
436577731,10704,4
436573946,10703,2
436489950,10702,1
436428923,10701,1
436314010,10700,1
435868133,10699,6
435650446,10698,1
435255642,10697,1
435204367,10696,1
435142703,10695,3
435084259,10694,4
435010019,10693,1
434760654,10692,3
434515322,10691,2
434361830,10690,1
434180766,10689,1
434147899,10688,1
433650923,10687,1
433523837,10686,8
433195635,10685,1
432972605,10684,13
432960719,10683,3
432955438,10682,1
432618666,10681,1
432544211,10680,1
432413523,10679,1
432407388,10678,1
432341512,10677,1
431871099,10676,3
431780732,10675,1
431725261,10674,1
431684268,10673,1
431610598,10672,3
431363309,10671,2
431245015,10670,2
431211020,10669,4
431170219,10668,1
431118866,10667,3
431077113,10666,1
431040148,10665,1
430712079,10664,1
430688888,10663,2
430168174,10662,4
430115758,10661,2
430090847,10660,1
429780050,10659,12
428290198,10658,1
428064833,10657,1
428047727,10656,1
427812599,10655,24
427704892,10654,1
427695466,10653,2
427687719,10652,3
427058241,10651,2
427050397,10650,1
426992284,10649,1
426688176,10648,1
426505675,10647,1
426439274,10646,18
426203433,10645,2
425967593,10644,5
425931357,10643,2
425926100,10642,3
425870315,10641,2
425657515,10640,1
425649337,10639,1
425629748,10638,2
424468449,10637,2
424428304,10636,3
424396142,10635,1
424389391,10634,6
424307141,10633,1
424266726,10632,1
423955554,10631,11
423939605,10630,2
423895767,10629,1
423836453,10628,2
423793147,10627,5
423755303,10626,4
423181653,10625,1
423166591,10624,1
423111555,10623,1
423094073,10622,2
423077627,10621,1
423054697,10620,1
423052452,10619,1
422773778,10618,2
422753341,10617,1
422722391,10616,9
422715744,10615,1
422703539,10614,1
422680284,10613,3
422660503,10612,1
422656848,10611,1
422578247,10610,3
422433704,10609,1
422423337,10608,2
422411294,10607,4
422408667,10606,2
422391344,10605,4
422369970,10604,1
422367008,10603,2
422310367,10602,1
422304753,10601,9
422231903,10600,2
421848160,10599,1
421788319,10598,1
421783797,10597,1
421384405,10596,3
421293196,10595,1
421248112,10594,2
421204039,10593,1
421191140,10592,6
420806121,10591,1
420736108,10590,1
420722959,10589,2
420653909,10588,2
420624443,10587,2
420216147,10586,6
420184875,10585,1
420092354,10584,1
420037084,10583,1
420024195,10582,8
420020711,10581,3
419955370,10580,14
419916183,10579,26
419452277,10578,5
419394004,10577,3
419289760,10576,2
418404188,10575,1
418232737,10574,4
418098684,10573,4
417982153,10572,1
417964656,10571,2
417953787,10570,4
417640070,10569,13
417616117,10568,3
417468105,10567,3
417435056,10566,2
417398321,10565,20
417361510,10564,0
417314094,10563,1
417255950,10562,1
416932110,10561,12
416823916,10560,15
416808948,10559,15
416651560,10558,1
416641976,10557,10
416629605,10556,15
416610762,10555,1
416578823,10554,6
416571717,10553,1
416296635,10552,1
416140279,10551,1
416129974,10550,1
416115355,10549,2
416101909,10548,1
416086556,10547,4
416073208,10546,2
415740529,10545,1
415703076,10544,1
415701213,10543,1
415680681,10542,1
415673730,10541,1
415289063,10540,1
415216236,10539,1
415168573,10538,8
415157936,10537,1
414698180,10536,2
414535174,10535,1
414529860,10534,1
414148837,10533,3
414116223,10532,1
414049006,10531,1
414046354,10530,1
414045968,10529,5
414023552,10528,3
414021073,10527,3
414001204,10526,1
413970314,10525,1
413676676,10524,2
413515697,10523,5
413504321,10522,3
413496739,10521,9
413466613,10520,2
413432954,10519,1
413410524,10518,1
413384420,10517,5
413355779,10516,1
413185793,10515,48
413019908,10514,3
412950213,10513,1
412931617,10512,1
412915055,10511,1
412886800,10510,1
412854111,10509,1
412610479,10508,4
412606177,10507,2
412579137,10506,1
412556603,10505,1
412214924,10504,4
411470014,10503,6
411356840,10502,4
411354157,10501,2
411186093,10500,1
410633079,10499,3
410150023,10498,4
410040198,10497,2
409540992,10496,2
409526694,10495,2
409479198,10494,12
409454938,10493,3
409412414,10492,1
409092798,10491,4
409058436,10490,19
409041759,10489,1
408980492,10488,1
408974007,10487,3
408333246,10485,1
408054696,10484,23
407986112,10483,1
407843824,10482,2
407733793,10481,1
407419261,10480,2
407398665,10479,4
407242135,10478,2
407132063,10477,2
407129587,10476,23
406771265,10475,13
406703627,10474,1
406595172,10473,1
406130764,10472,1
406058353,10471,2
406030687,10470,3
405684701,10469,4
405662850,10468,1
405656130,10467,1
405628099,10466,1
405624637,10465,1
405502779,10464,5
405499033,10463,3
405049772,10462,2
404481887,10461,14
404468299,10460,14
404439481,10459,1
404294637,10458,1
404282788,10457,2
403922175,10456,6
403742372,10455,1
403324099,10454,1
403239017,10453,17
403163042,10452,1
402786402,10451,1
402545618,10450,4
402356480,10449,2
402345876,10448,1
402303657,10447,1
401904721,10446,3
401869213,10445,2
401810768,10444,1
401798540,10443,1
401653648,10442,1
400845973,10441,14
400760893,10440,1
400400635,10439,4
400291583,10438,1
400275970,10437,1
400265362,10436,15
400232496,10435,2
400213212,10434,1
400196731,10433,1
399713732,10432,7
399596779,10431,3
399415754,10430,1
399140927,10429,3
399028667,10428,1
398310789,10427,15
398178585,10426,1
398175211,10425,1
398158654,10424,1
398040824,10423,10
398028844,10422,1
397765205,10421,1
397757941,10420,2
397723406,10419,1
397072437,10418,4
397068881,10417,2
396963550,10416,7
396950256,10415,1
396913581,10414,1
396560265,10413,6
396492795,10412,2
396471675,10411,1
396420417,10410,1
396405401,10409,1
396388503,10408,1
396376008,10407,1
396284547,10406,3
396210613,10405,8
396137117,10404,1
395822594,10403,2
395772400,10402,1
395752246,10401,1
395705340,10400,19
395557751,10399,3
395552436,10398,1
395535511,10397,1
395485694,10396,2
395464430,10395,1
395463508,10394,1
395426655,10393,1
395417293,10392,3
395262728,10391,1
394722705,10390,2
394438467,10389,22
394425573,10388,2
394311391,10387,5
393749182,10386,3
393613969,10385,1
393591073,10384,2
393283018,10383,10
393192006,10382,5
393154989,10381,1
392879138,10380,4
392875096,10379,36
392505721,10378,1
392445204,10377,2
392414422,10376,3
392389953,10375,1
392351692,10374,6
392238830,10373,2
392238522,10372,3
392072652,10371,1
392038180,10370,1
392036951,10369,1
392020967,10368,2
392011577,10367,2
391976569,10366,7
391895424,10364,3
391612336,10363,1
391562877,10362,3
391507208,10361,3
391498796,10360,5
391203381,10359,1
391153713,10358,1
390997856,10357,5
390551990,10356,2
390494097,10355,1
390440033,10354,1
390323219,10353,1
390312746,10352,24
389856306,10351,1
389396386,10350,1
389263684,10349,2
389208704,10348,1
389090496,10347,1
389054839,10346,2
388776752,10345,5
388051886,10344,1
387449247,10343,1
387131459,10342,1
386673087,10341,1
386659825,10340,2
386653579,10339,2
386601385,10338,1
386555081,10337,5
386386544,10336,11
386215654,10335,2
386102257,10334,1
386053030,10333,30
386002023,10332,1
385485033,10331,1
385476605,10330,2
385288433,10329,5
385282140,10328,10
385278104,10327,1
385251343,10326,1
384800737,10325,21
384336397,10324,6
384334367,10323,1
384247304,10322,1
384172175,10321,1
383727709,10320,1
383546072,10319,1
383542293,10318,24
383481600,10317,5
383474619,10316,1
383467981,10315,1
383153150,10314,4
383125065,10313,1
383122056,10312,1
383058648,10311,1
382939884,10310,2
382873068,10309,1
382825766,10308,1
382805323,10307,3
382618078,10306,1
382395761,10305,14
382356681,10304,1
382267761,10303,1
382253961,10302,1
382238636,10301,1
382229992,10300,3
382071449,10299,25
382063505,10298,4
382061475,10297,3
382053522,10296,1
382032146,10295,1
382030377,10294,1
382014609,10293,1
382012622,10292,1
381837337,10291,3
381431816,10290,1
381373415,10289,1
381361900,10288,1
381349070,10287,22
381318805,10286,1
381311172,10285,2
381302405,10284,1
381258271,10283,1
381063261,10282,1
381053487,10281,5
380927567,10280,1
380891027,10279,1
380885886,10278,1
380854727,10277,1
380831560,10276,2
380829525,10275,3
380822890,10274,1
380801940,10273,1
380788088,10272,1
380739675,10271,2
380707427,10270,1
380379731,10269,4
380377428,10268,1
380247588,10267,1
379655804,10266,9
379613379,10265,10
379603572,10264,1
379601697,10263,1
379471891,10262,1
379459205,10261,1
379453225,10260,2
379165490,10259,18
379076021,10258,1
379044898,10257,2
379042002,10256,2
378969738,10255,4
378889267,10254,2
378733550,10253,4
378723770,10252,2
378722823,10251,1
378695085,10250,1
378631921,10249,4
378603949,10248,6
378598401,10247,5
378590716,10246,8
378588513,10245,1
378582663,10244,1
378182908,10243,1
378150402,10242,31
377924291,10241,7
377832193,10240,1
377826970,10239,2
377826195,10238,2
377785214,10237,48
377766371,10236,1
377661021,10235,20
377650103,10234,2
377639259,10233,2
377604466,10232,1
377373592,10231,9
377217758,10230,1
377193824,10229,1
377179559,10228,1
377165570,10227,3
377155607,10226,3
377142932,10225,1
377133422,10224,2
376764780,10223,7
376743184,10222,4
376702892,10221,1
376688893,10220,1
376641227,10219,1
376592606,10218,1
376564679,10217,1
376557415,10216,1
376233797,10215,2
376202793,10214,2
376186765,10213,8
376161711,10212,16
375846616,10211,2
375845255,10210,4
375841881,10209,5
375833026,10208,13
375825017,10207,1
375822701,10206,3
375809974,10205,6
375809367,10204,1
375806698,10203,1
375806261,10202,1
375300925,10201,2
375254703,10200,14
375049786,10199,1
374971671,10198,3
374927719,10197,3
374767088,10196,7
374743611,10195,1
374494738,10194,4
374469521,10193,1
374283452,10192,29
374242695,10191,1
374232032,10190,4
374231985,10189,1
374183106,10188,1
373765419,10187,2
373743204,10186,3
373674281,10185,5
373551663,10184,1
373108427,10183,3
373101256,10182,1
373090993,10181,1
373002666,10180,1
372841017,10179,1
372838167,10178,8
372838013,10177,1
372836820,10176,3
372827148,10175,1
372818649,10174,4
372740552,10173,2
372718797,10172,4
372716772,10171,3
372705353,10170,3
372311196,10169,1
372034352,10168,1
372010534,10167,1
371994058,10166,3
371810582,10165,7
371774250,10164,1
371751827,10163,2
371524953,10162,18
371490276,10161,1
371460402,10160,2
371450923,10159,1
371435721,10158,1
371432713,10157,3
371429445,10156,2
371424441,10155,2
371421882,10154,1
371398076,10153,2
371375888,10152,3
371335905,10151,3
371312590,10150,2
371301462,10149,1
371118505,10148,3
371042031,10147,1
371005670,10146,4
370886157,10145,3
370779770,10144,1
370748945,10143,1
370746304,10142,2
370324631,10140,1
370316204,10139,1
370307665,10138,5
370225390,10137,3
370050243,10136,31
370025326,10135,2
370016204,10134,4
370015463,10133,1
370008445,10132,1
369932584,10131,14
369889847,10130,3
369881151,10129,9
369788753,10128,1
369774620,10127,1
369752468,10126,1
369611399,10125,12
369586777,10124,3
369219600,10123,1
369176247,10122,1
369071239,10121,2
368776672,10120,6
368652446,10119,7
368564141,10118,1
368129067,10117,7
368085224,10116,5
367975162,10115,1
367939682,10114,1
367651769,10113,2
367650949,10112,1
367538000,10111,30
367525583,10110,1
367252501,10109,18
367234516,10108,12
367233171,10107,1
367229436,10106,1
367228503,10105,1
367214598,10104,2
366956768,10103,1
366796250,10102,2
366756046,10101,1
366556783,10100,2
366528239,10099,2
366423861,10098,1
366401434,10097,5
366296446,10096,10
366238958,10095,1
365847414,10094,1
365835659,10093,6
365526775,10092,3
365406393,10090,7
365340996,10089,1
365282276,10088,20
365272560,10087,1
365256517,10086,2
365250242,10085,1
365162082,10084,2
365147127,10083,3
364955108,10082,5
364890337,10081,1
364815124,10080,1
364752405,10079,8
364574207,10078,7
364556226,10077,3
364549705,10076,1
364537670,10075,8
364174840,10074,40
364089381,10073,1
364039460,10072,3
363620837,10071,2
363591552,10070,4
363263624,10069,1
363135670,10068,8
363010806,10067,1
362712694,10066,1
362706851,10065,2
362691097,10064,1
362681497,10063,8
362637332,10062,1
362530007,10061,4
362525382,10060,1
362241665,10059,3
362140440,10058,3
362110035,10057,1
362084368,10056,5
362083939,10055,10
362068776,10054,13
361853288,10053,6
361837909,10052,1
361830070,10051,1
361829965,10050,1
361828448,10049,3
361827283,10048,1
361816593,10047,1
361813896,10046,1
361507827,10045,1
361400613,10043,2
361386634,10042,1
361371125,10041,3
361087407,10040,25
361011573,10039,1
361004517,10038,3
360984104,10037,8
360951114,10036,2
360946808,10035,1
360901406,10034,1
360880272,10033,3
360844368,10032,1
360516397,10031,1
360458951,10030,2
360393035,10029,1
360360140,10028,24
360097577,10027,2
360085633,10026,1
360084942,10025,1
360025089,10024,1
359922840,10023,2
359619342,10022,1
359504831,10021,1
359309669,10020,1
358978935,10019,6
358787581,10018,11
358746731,10017,2
358727811,10016,2
358727089,10015,2
358673032,10014,2
358629223,10013,1
358618762,10012,1
358493608,10011,1
358345874,10010,1
358343006,10009,5
358318352,10008,1
358302043,10007,7
358171449,10006,1
358134823,10005,17
357675867,10004,2
356797705,10003,9
356797377,10002,3
356678722,10001,2
356389851,10000,1
356387526,9999,1
356383228,9998,1
356367886,9997,3
356367135,9996,5
356310949,9995,10
356299746,9994,1
356242740,9993,1
356085311,9992,1
355987996,9991,2
355763712,9990,1
355735205,9989,8
355733030,9988,1
355723580,9987,1
355718341,9986,1
355717368,9985,18
355692292,9984,1
355689728,9983,2
355672476,9982,1
355662846,9981,1
355654775,9980,3
355032652,9979,3
354700104,9978,2
354692668,9977,6
354619911,9976,5
354617152,9975,1
354581700,9974,35
354483165,9973,1
354154006,9972,4
354080916,9971,1
353733662,9970,31
353607513,9969,1
353600403,9968,1
353575995,9967,1
353525354,9966,1
353459876,9965,6
353456861,9964,1
353300544,9963,4
353293964,9962,1
353282976,9961,5
353060905,9960,1
353035767,9959,6
352892369,9958,1
352763036,9957,1
352556727,9956,1
352546218,9955,26
352497674,9954,4
352378015,9953,1
352076131,9952,17
351900035,9951,1
351877003,9950,2
351554069,9949,27
351479621,9948,1
351463369,9947,3
351355076,9946,1
350824425,9945,5
350709439,9944,1
350428080,9943,1
350425122,9942,6
350416058,9941,3
350398056,9940,1
349942869,9939,2
349936150,9938,1
349917327,9937,21
349857023,9936,2
349437229,9935,1
349361936,9934,3
349309652,9933,6
349039921,9932,6
348832297,9931,11
348750139,9930,3
348349235,9929,3
348329666,9928,12
347873693,9927,2
347602420,9926,1
347590163,9925,1
347550075,9924,4
347516124,9923,3
347348866,9922,3
347339235,9921,3
346755177,9920,2
346743941,9919,1
346710481,9918,1
346417621,9917,3
346319451,9916,1
345867382,9915,27
345745975,9914,5
345721150,9913,91
345656786,9912,1
345652862,9911,1
345291809,9910,2
344917962,9909,1
344911269,9908,5
344575807,9907,15
344453826,9906,6
344451045,9905,6
344415655,9904,2
344168763,9903,7
343998550,9902,2
343989349,9901,1
343417467,9900,1
343337192,9899,3
343285912,9898,2
343238428,9897,1
342650091,9896,1
342592854,9895,1
342344404,9894,1
342179918,9893,3
342056507,9892,3
342042298,9891,1
341872379,9890,5
341865693,9889,2
341859178,9888,3
341851735,9887,2
341838467,9886,1
