group,elements
26,502,115c7c45a7dbe8f19f9402f953d7905b02279d14,a72f4870ebc6e46a713d2c8938a000333745c064,380274ffdab528b6a3f3d371e683610b1e122e4f,d48b027a1b0d8280790b4d460f887839c12a743e,f344d67edd9738478c7229758ed92e14a2f93711,f332d779e76595c526ddcdff5da5723d77a05678,ff6ce3c6e3dd6150d47e91787d1bf5b67b3e1038,8cf9057310d4c3e37f225143ac583266e979264e,3fe502ffd8de647921dc585010abb6fbd18309f5,bd6fd01f85843a501014d5aa12c05ccd537c3489,40024340146808f2fe2ab17435a58fe2d30f4e06,1abbf83e57158da9f5c87ae4530afd7b5546eb39,77666dc647bb0fbd4eab0ccd23dab570b83ff8a5,72215fa01ddd1472ee41214bfa2128d1634f8928,98a1b84f7c5824af0988a5e8e24350e0f56cfaee,d992cff65ec29e612f5f9b641ec892df049c3af2,652d3938b075201eb5227ad5ccb4558785158ee2,285771b57f376352d949057f06be772e2e778dab
27,503,2a0e57017c80bb2d431619f6d57542f249eec38f,248287fa7baa5f749da07359bf54382d9aa58e23
28,506,2e13e3fcf19d2c643e1d73bf708a25adc81218dd
29,508,643e0b73f97ddf922aec25eed452bb5cd0f66308
30,510,c9f3b0bac125348cdf90d67bb7cedc894bd9b66f
31,513,72351abedd87c88588f6be0163e84ab03a19e2ef
32,514,80213cadae8d676a8e8248c248da93427386546a
33,515,6fdea612a3ff0232f426099a0ff710e5636e4d2f,1fa69523885f7f2d7766792f4ef0911cbb841272
34,517,ddd6de020444d521fc5797f58a4e6bdfb93c86b4
35,519,653c9cc926297e0570ee7efd7392e4376e575d9e,86f1ed670c19580ccb54593dd14b46f36282e36d,7f6dbc9eae1880330cb698853ac3ae63ba9f6edb
36,520,25e8ddc11eff66639aa5073cab9b302c4a7423f4
37,522,5237168b2448ae69bd2264e27d4f11969d6c96c8,db4f1b83dc6b5732f1d37b838790a81450829ce9,c3aef1b669f6a2dd12fc6f140fdda96884b64d34
38,524,a624de456252e28258d164a78370110c4767086c
39,526,b1850a47afa327b4248732b869ea85459e1bb91e
40,528,aeed72b6bf2a8a45b3e7aaad26bad8297ce18a7b,b94379f6548e01994302de98d83965a39d528ca8
41,530,952dda961b07690791b3ca69bc43b363f60b5660
42,533,e22f46312d98760526edc265ee09812fbce3a13a
43,534,9368ede300ecfbad3125a4cebd2cd13a54ed997b
44,536,591200f66ee68aa307a188d475aa8f6f84095257
45,537,bb330c347141cb8e159d1327dbf58f08f58c3a62
46,538,b891d42657cb2b72bbed0f3b17d0aa3f982598ed,f53850efb056557bfa9dbb3746cd62fa30268385,7e994240a5bcbd3ba34845b5feb8bcd3e2692687,ce7d177e75e21c25a1d2317fdfddb5e8be6e55ee
47,540,74b0f11bdf2199d3ef7e4e1e27589f599d027cb6
48,543,7d166894f2aba86bd36f28f9601d167f06dedcd3
49,545,bd7001c47c6844519f7a409fa1030e211f4d4d59
50,546,a383d7418500ea313dc3f1ccf152c274c209b9a7
51,548,bf0b63f11ff825c39bce45579b6e690da2ab4e59
