issue_no,actor,event,event_id,created_at
5491,mengaims,assigned,4008852359,2020-11-18 05:33:45
5491,frank-dong-ms,labeled,4008543469,2020-11-18 03:35:15
5491,guinao,assigned,4008543319,2020-11-18 03:35:10
5372,briacht,subscribed,4004947215,2020-11-17 11:25:01
5372,briacht,mentioned,4004947204,2020-11-17 11:25:01
5480,antoniovs1029,labeled,4004037840,2020-11-17 07:49:29
5480,antoniovs1029,unlabeled,4004003848,2020-11-17 07:39:23
5480,eerhardt,subscribed,4003999596,2020-11-17 07:38:01
5480,eerhardt,mentioned,4003999594,2020-11-17 07:38:01
5480,halcwb,subscribed,4003999588,2020-11-17 07:38:01
5480,halcwb,mentioned,4003999583,2020-11-17 07:38:01
5489,JoelShen123,subscribed,4003324643,2020-11-17 02:48:59
5489,JoelShen123,mentioned,4003324640,2020-11-17 02:48:58
5489,JoelShen123,closed,4003269123,2020-11-17 02:22:28
5489,frank-dong-ms,assigned,4002532674,2020-11-16 22:01:29
5490,justinormont,subscribed,3999599134,2020-11-16 10:43:07
5490,justinormont,mentioned,3999599128,2020-11-16 10:43:07
5490,whitmark,closed,3999599116,2020-11-16 10:43:06
5490,justinormont,labeled,3998352931,2020-11-16 04:13:17
5490,justinormont,labeled,3998352929,2020-11-16 04:13:17
5490,whitmark,subscribed,3998350503,2020-11-16 04:11:51
5490,whitmark,mentioned,3998350500,2020-11-16 04:11:51
5480,4201104140,subscribed,3997196463,2020-11-15 08:22:17
5480,4201104140,subscribed,3997196376,2020-11-15 08:22:09
5480,antoniovs1029,subscribed,3996869892,2020-11-15 00:06:39
5480,antoniovs1029,mentioned,3996869891,2020-11-15 00:06:39
5484,antoniovs1029,subscribed,3996498652,2020-11-14 15:06:58
5484,antoniovs1029,mentioned,3996498650,2020-11-14 15:06:58
5484,antoniovs1029,subscribed,3996484697,2020-11-14 14:50:00
5484,antoniovs1029,mentioned,3996484695,2020-11-14 14:50:00
5484,antoniovs1029,subscribed,3995961997,2020-11-14 02:15:12
5484,antoniovs1029,mentioned,3995961995,2020-11-14 02:15:12
5484,antoniovs1029,renamed,3995872477,2020-11-14 00:57:18
5487,antoniovs1029,labeled,3995807175,2020-11-14 00:09:20
5487,antoniovs1029,labeled,3995807174,2020-11-14 00:09:20
5486,antoniovs1029,labeled,3994813061,2020-11-13 18:29:36
5486,antoniovs1029,labeled,3994813058,2020-11-13 18:29:36
5484,antoniovs1029,subscribed,3992599531,2020-11-13 09:24:02
5484,antoniovs1029,mentioned,3992599523,2020-11-13 09:24:02
5484,antoniovs1029,labeled,3991690957,2020-11-13 04:02:03
5484,antoniovs1029,labeled,3991690955,2020-11-13 04:02:03
181,ANgajasinghe,subscribed,3990538723,2020-11-12 20:26:57
4034,Lynx1820,unassigned,3990278515,2020-11-12 19:17:44
4034,Lynx1820,unassigned,3990278511,2020-11-12 19:17:44
4034,hobbsa,subscribed,3990278091,2020-11-12 19:17:36
4034,hobbsa,mentioned,3990278085,2020-11-12 19:17:36
4034,Lynx1820,closed,3990278061,2020-11-12 19:17:36
5416,mstfbl,referenced,3986451327,2020-11-12 02:11:39
5416,mstfbl,referenced,3986443361,2020-11-12 02:07:45
5341,Lynx1820,unassigned,3985960500,2020-11-11 22:45:56
5483,antoniovs1029,closed,3985081984,2020-11-11 18:18:50
5483,antoniovs1029,labeled,3985060028,2020-11-11 18:12:28
5483,antoniovs1029,labeled,3985060027,2020-11-11 18:12:28
5483,xsoheilalizadeh,renamed,3982493271,2020-11-11 07:20:15
5438,Lynx1820,unlabeled,3982180755,2020-11-11 05:22:54
5416,mstfbl,referenced,3981709114,2020-11-11 01:49:43
5416,mstfbl,referenced,3981514127,2020-11-11 00:19:13
5438,LittleLittleCloud,subscribed,3981252450,2020-11-10 22:36:05
5438,LittleLittleCloud,mentioned,3981252449,2020-11-10 22:36:04
5438,justinormont,subscribed,3981252445,2020-11-10 22:36:04
5438,justinormont,mentioned,3981252443,2020-11-10 22:36:04
5438,Lynx1820,closed,3981252432,2020-11-10 22:36:04
5459,antoniovs1029,closed,3981070404,2020-11-10 21:40:52
5438,LittleLittleCloud,subscribed,3980130529,2020-11-10 17:34:00
5438,LittleLittleCloud,mentioned,3980130526,2020-11-10 17:33:59
5438,Lynx1820,labeled,3980093284,2020-11-10 17:25:28
5438,Lynx1820,unlabeled,3980093281,2020-11-10 17:25:28
5322,mstfbl,subscribed,3980034712,2020-11-10 17:12:27
5322,mstfbl,mentioned,3980034704,2020-11-10 17:12:27
5459,antoniovs1029,subscribed,3976308715,2020-11-09 23:51:21
5459,antoniovs1029,mentioned,3976308713,2020-11-09 23:51:21
5476,antoniovs1029,closed,3975244647,2020-11-09 18:40:55
5480,antoniovs1029,labeled,3975114019,2020-11-09 18:08:49
5480,antoniovs1029,labeled,3975114017,2020-11-09 18:08:49
5480,antoniovs1029,labeled,3975114014,2020-11-09 18:08:49
5480,antoniovs1029,renamed,3975113048,2020-11-09 18:08:35
5481,antoniovs1029,labeled,3975098523,2020-11-09 18:05:10
5481,antoniovs1029,labeled,3975098519,2020-11-09 18:05:10
5481,antoniovs1029,labeled,3975098516,2020-11-09 18:05:10
5481,cgyqu,subscribed,3973011413,2020-11-09 10:28:48
5481,cgyqu,mentioned,3973011411,2020-11-09 10:28:48
5481,justinormont,transferred,3972913406,2020-11-09 10:07:11
5481,cgyqu,subscribed,3972911559,2020-11-09 10:06:47
5481,cgyqu,mentioned,3972911555,2020-11-09 10:06:47
5481,justinormont,renamed,3972636290,2020-11-09 09:08:18
5020,frank-dong-ms,subscribed,3969799759,2020-11-07 10:58:30
5020,frank-dong-ms,mentioned,3969799758,2020-11-07 10:58:30
5459,antoniovs1029,subscribed,3969576304,2020-11-07 04:52:48
5459,antoniovs1029,mentioned,3969576303,2020-11-07 04:52:48
5476,jigarhshah17,subscribed,3963671754,2020-11-05 17:52:53
5476,jigarhshah17,mentioned,3963671745,2020-11-05 17:52:53
4359,frank-dong-ms,unassigned,3959988155,2020-11-05 00:18:48
4671,frank-dong-ms,unassigned,3959987963,2020-11-05 00:18:43
5336,frank-dong-ms,unassigned,3959987241,2020-11-05 00:18:25
5020,frank-dong-ms,closed,3959984796,2020-11-05 00:17:21
5473,harishsk,closed,3958739139,2020-11-04 17:38:26
5432,harishsk,closed,3954369177,2020-11-03 18:59:27
5470,harishsk,closed,3954359541,2020-11-03 18:56:51
5437,mstfbl,closed,3954299916,2020-11-03 18:40:18
4906,francescomazzurco,subscribed,3952072023,2020-11-03 10:08:34
4906,francescomazzurco,mentioned,3952072017,2020-11-03 10:08:34
5456,Lynx1820,closed,3950085632,2020-11-02 21:10:20
5372,mstfbl,unassigned,3949993167,2020-11-02 20:42:54
5311,Lynx1820,assigned,3949727910,2020-11-02 19:27:17
5341,Lynx1820,assigned,3949720967,2020-11-02 19:25:20
5463,PMGruber,subscribed,3949612604,2020-11-02 18:55:54
5463,PMGruber,mentioned,3949612600,2020-11-02 18:55:54
5463,Lynx1820,closed,3949612593,2020-11-02 18:55:54
5463,Lynx1820,labeled,3949590935,2020-11-02 18:50:01
5466,BobLd,subscribed,3949518713,2020-11-02 18:30:22
5466,BobLd,mentioned,3949518710,2020-11-02 18:30:22
5466,devedse,subscribed,3949518705,2020-11-02 18:30:22
5466,devedse,mentioned,3949518703,2020-11-02 18:30:22
5466,Lynx1820,closed,3949518676,2020-11-02 18:30:22
5470,liugaocn,subscribed,3949463565,2020-11-02 18:16:14
5470,liugaocn,mentioned,3949463562,2020-11-02 18:16:14
5470,harishsk,assigned,3949458713,2020-11-02 18:14:55
5459,antoniovs1029,subscribed,3946019685,2020-11-02 03:04:50
5459,antoniovs1029,mentioned,3946019682,2020-11-02 03:04:50
5466,BobLd,subscribed,3945181220,2020-11-01 13:33:56
5466,BobLd,mentioned,3945181219,2020-11-01 13:33:56
5466,BobLd,subscribed,3944346241,2020-10-31 17:43:27
5466,BobLd,mentioned,3944346240,2020-10-31 17:43:27
5469,Lynx1820,subscribed,3944076551,2020-10-31 12:35:33
5469,Lynx1820,mentioned,3944076550,2020-10-31 12:35:33
5432,harishsk,subscribed,3943973292,2020-10-31 10:18:00
5432,harishsk,mentioned,3943973289,2020-10-31 10:18:00
5466,BobLd,subscribed,3943561264,2020-10-31 00:46:58
5466,BobLd,mentioned,3943561261,2020-10-31 00:46:58
5466,Lynx1820,subscribed,3943459931,2020-10-30 23:31:31
5466,Lynx1820,mentioned,3943459928,2020-10-30 23:31:31
5465,Lynx1820,closed,3943431044,2020-10-30 23:14:05
4112,jpd21122012,subscribed,3943378015,2020-10-30 22:45:10
4112,jpd21122012,mentioned,3943378013,2020-10-30 22:45:10
4112,SnowmanTackler,subscribed,3943378011,2020-10-30 22:45:10
4112,SnowmanTackler,mentioned,3943378009,2020-10-30 22:45:10
4112,RussellKirkwood,subscribed,3943378008,2020-10-30 22:45:10
4112,RussellKirkwood,mentioned,3943378004,2020-10-30 22:45:09
4112,strikene,subscribed,3942980819,2020-10-30 20:20:48
4112,strikene,mentioned,3942980810,2020-10-30 20:20:48
5469,BobLd,subscribed,3942944586,2020-10-30 20:10:06
5469,BobLd,mentioned,3942944585,2020-10-30 20:10:06
5466,devedse,subscribed,3942620041,2020-10-30 18:38:03
5466,devedse,mentioned,3942620036,2020-10-30 18:38:03
5347,eerhardt,subscribed,3942587417,2020-10-30 18:29:14
5347,eerhardt,mentioned,3942587416,2020-10-30 18:29:14
5428,patricia-ikosoft,subscribed,3942263248,2020-10-30 17:12:42
5428,patricia-ikosoft,mentioned,3942263244,2020-10-30 17:12:42
5428,frank-dong-ms,reopened,3942258958,2020-10-30 17:11:39
5428,antoniovs1029,closed,3942226734,2020-10-30 17:03:53
5320,antoniovs1029,closed,3942226730,2020-10-30 17:03:53
4906,antoniovs1029,closed,3942226717,2020-10-30 17:03:52
4634,antoniovs1029,closed,3942226713,2020-10-30 17:03:52
5162,antoniovs1029,closed,3942226701,2020-10-30 17:03:52
5469,Lynx1820,assigned,3942147547,2020-10-30 16:45:35
5463,Lynx1820,subscribed,3940430368,2020-10-30 09:57:53
5463,Lynx1820,mentioned,3940430360,2020-10-30 09:57:53
5466,Lynx1820,subscribed,3940383015,2020-10-30 09:45:54
5466,Lynx1820,mentioned,3940383011,2020-10-30 09:45:54
5459,antoniovs1029,subscribed,3939830822,2020-10-30 07:18:25
5459,antoniovs1029,mentioned,3939830821,2020-10-30 07:18:25
5447,mstfbl,unassigned,3939473632,2020-10-30 04:57:55
5458,karanjakhar,closed,3939167479,2020-10-30 02:12:56
5458,Lynx1820,subscribed,3939164574,2020-10-30 02:11:25
5458,Lynx1820,mentioned,3939164570,2020-10-30 02:11:25
5020,dcostea,subscribed,3939042888,2020-10-30 01:08:01
5020,dcostea,mentioned,3939042884,2020-10-30 01:08:01
5466,Lynx1820,subscribed,3938996352,2020-10-30 00:42:37
5466,Lynx1820,mentioned,3938996350,2020-10-30 00:42:37
5020,dcostea,subscribed,3938919896,2020-10-30 00:02:32
5020,dcostea,mentioned,3938919893,2020-10-30 00:02:32
5020,frank-dong-ms,reopened,3938919889,2020-10-30 00:02:32
5020,dcostea,subscribed,3938914962,2020-10-30 00:00:17
5020,dcostea,mentioned,3938914960,2020-10-30 00:00:17
5020,dcostea,closed,3938843968,2020-10-29 23:24:31
5020,dcostea,subscribed,3938843831,2020-10-29 23:24:27
5020,dcostea,mentioned,3938843826,2020-10-29 23:24:27
5466,devedse,subscribed,3938755986,2020-10-29 22:46:31
5466,devedse,mentioned,3938755983,2020-10-29 22:46:31
5465,pavel-rev,subscribed,3938735183,2020-10-29 22:38:10
5465,pavel-rev,mentioned,3938735180,2020-10-29 22:38:10
5432,QuangBui3101,subscribed,3938715836,2020-10-29 22:30:25
5432,QuangBui3101,mentioned,3938715833,2020-10-29 22:30:25
5432,ddobric,subscribed,3938715829,2020-10-29 22:30:25
5432,ddobric,mentioned,3938715826,2020-10-29 22:30:25
5463,PMGruber,subscribed,3938483238,2020-10-29 21:15:11
5463,PMGruber,mentioned,3938483236,2020-10-29 21:15:11
5463,Lynx1820,labeled,3938430104,2020-10-29 21:03:32
5458,karanjakhar,subscribed,3938166850,2020-10-29 20:04:02
5458,karanjakhar,mentioned,3938166841,2020-10-29 20:04:02
5458,karanjakhar,subscribed,3938111748,2020-10-29 19:49:51
5458,karanjakhar,mentioned,3938111745,2020-10-29 19:49:51
5466,Lynx1820,subscribed,3937018856,2020-10-29 15:39:53
