issue_no,pull_no,actor,created_at,event
13994,14142,tlakollo,2020-10-20 19:15:22,connected
12902,13464,vijayrkn,2020-09-09 19:26:29,connected
12992,13205,bozturkMSFT,2020-08-28 13:44:04,connected
12831,12830,vijayrkn,2020-08-07 22:45:43,connected
12529,12533,vijayrkn,2020-07-20 04:41:25,connected
11001,11122,donJoseLuis,2020-04-02 15:22:19,connected
