issue_no,actor,event,event_id,created_at
23489,roji,subscribed,4042288106,2020-11-26 12:21:27
23489,roji,mentioned,4042288097,2020-11-26 12:21:27
23339,ajcvickers,subscribed,4042155968,2020-11-26 11:44:30
23339,ajcvickers,mentioned,4042155963,2020-11-26 11:44:30
23435,roji,subscribed,4042121611,2020-11-26 11:35:09
23435,roji,mentioned,4042121609,2020-11-26 11:35:09
19491,ajcvickers,subscribed,4042020709,2020-11-26 11:08:08
19491,ajcvickers,mentioned,4042020707,2020-11-26 11:08:08
23492,seerek,labeled,4041799347,2020-11-26 10:15:24
23486,AndriySvyryd,labeled,4041398978,2020-11-26 08:42:57
23486,AndriySvyryd,closed,4041398470,2020-11-26 08:42:50
23486,AndriySvyryd,marked_as_duplicate,4041398457,2020-11-26 08:42:49
23491,AndriySvyryd,labeled,4041390284,2020-11-26 08:40:48
23491,AndriySvyryd,labeled,4041390283,2020-11-26 08:40:48
20983,AndriySvyryd,labeled,4041380897,2020-11-26 08:38:22
20983,AndriySvyryd,closed,4041380023,2020-11-26 08:38:08
20983,AndriySvyryd,marked_as_duplicate,4041380006,2020-11-26 08:38:08
23489,peirens-bart,subscribed,4041376914,2020-11-26 08:37:22
23489,peirens-bart,mentioned,4041376912,2020-11-26 08:37:22
17301,AndriySvyryd,renamed,4041363201,2020-11-26 08:33:49
23490,bricelam,subscribed,4041355530,2020-11-26 08:31:55
23490,bricelam,mentioned,4041355528,2020-11-26 08:31:55
23490,roji,labeled,4041351536,2020-11-26 08:30:55
23490,netnr,labeled,4041339540,2020-11-26 08:28:00
23489,peirens-bart,labeled,4041289179,2020-11-26 08:15:38
18006,smitpatel,subscribed,4041189785,2020-11-26 07:46:24
18006,smitpatel,mentioned,4041189782,2020-11-26 07:46:24
23467,braidenstiller,closed,4040822585,2020-11-26 05:28:02
23486,kalatchev,labeled,4040614485,2020-11-26 03:34:35
23405,msftbot[bot],referenced,4040185389,2020-11-25 23:36:02
23405,msftbot[bot],closed,4040185321,2020-11-25 23:36:00
22308,ajcvickers,referenced,4040178588,2020-11-25 23:32:06
18820,ajcvickers,milestoned,4040164742,2020-11-25 23:24:33
18820,ajcvickers,demilestoned,4040164737,2020-11-25 23:24:33
16429,ajcvickers,unlabeled,4040160633,2020-11-25 23:22:30
16429,ajcvickers,labeled,4040160562,2020-11-25 23:22:27
