group,elements
0,5,6d12f1eba446183f4cd017fe45177b29c71d0273
1,9,641e4882afa573504b86e9847de940c1193668b3
2,10,fe40fc3fffc0722925cd98ed23c1d9513d9d34b1,d073e8d0b00ad7a54ccd27ff9c8f15abc662bedb
3,12,decb15842f179fde5ebc132e9a2cf27e93beec0e
