group,elements
269,16783,313ce184be497a259f9ebfd40bf1f14a8cc35794,1d324e617acf855f97c191fb9ae31605e36f68b7
270,16774,95cd0e74b140eccf89ec8da4cac41d39e62a34d7
271,16753,c241b25bb5e35a78136e8c57085f6dab8cf9d4ba
272,16524,977a37844b158e5aabbffa65891fa2ffaf1a416c
273,16788,c7df01524a1dd6ef713bb074c199bae908532b9b
274,16773,9bb3912590ab6e994d6cc4cf5688b30df92e360c
275,16782,017f21c2c6b3c23c248b5d9a2d6816edd5deeb04
276,16796,72405f68af0d7684c3601d0d8b2c63b966022622
277,16800,1b48b446618347bce078e1608fd3aa0239e1d7d7,43c5aa0dad43ee93a9a248789df160b317dd5ce4,0055195d1c8fdf2fa2f165e4ce6faa792488d699,3f26b9aa6c5cfb7fc4a5740b300d6747a8e4ed93
278,16620,b2a1c6cd921877ff5e854e7d09fe00225ce8ff46
279,16804,9f93d5d15c744ead4f07cf4bba922fc1db4fd4b6
280,16794,54a7e61115ba556fbef59c0849ded109baa67cde,6d75b066eebbc98331edfcfcbca38016adafc009,aa183799681c4d016af144e9ad1cadbe07948d64
281,16799,fe1994415582f552abb4d92cc2e48f1b2688d074
282,16790,735b2cd20c51a926aae93f50903b4e022e851c58
283,16791,6908a1941b7278fe6711c75976f2434db55136f0
284,16792,131b3a9a92c43d673bbe46229668062a0d447a9f
285,16611,9608debd7bdf94fe27258d7365d7c04d1c648d90
286,16841,babe881bf2753043023ee88b240c85adbcbdd767
287,16844,189af5d0c224d2935e9422285e040a925f1dfd5b
288,16846,304f3add20dcdb32a3c4c095779efba3a8f5bca1
289,16837,0438397b8afc51aac45da55c155162e13e83cf19
290,16842,cdb04c042f1e57053047e28373ef35fe2a898270
291,16813,9249d38079f97896da7f97ca54342d58eddc52a6
292,16811,8da3616e7fe0ad17d249f8f00df96d3e6c683729
293,16793,7fa706a316f043068e4d37a7d512bd44295e14b0
294,16815,67fb575d11ef63aba77f1ece1e2dff23c2029467
295,16836,9f3effc1775f2889e43dd3888abf6081c354ee59
296,16324,800e2cc4b4cd90e6794af483ba87c5e1ae139923
297,16810,d435a856583c47c590c9872b5a4d4902e0bb143f
298,16809,e8b2b43f9bd0ae5a79ff2dafa97cf78365d0a639
299,16718,422d559ea45f2e7e998825da26c3fd79a03d5e99
300,16862,a23da4b8b33aa6929e2f82303d5a390b0cc5c422
301,16852,17fe4757a3c4a77bedd7e451ef092f49c6e3a57f
302,16801,e8570d950075153de81ab49410109ed7c7b4688f
303,16871,38b2d4f4fe087ca362fcfd7578e3e93e4560d6af
304,16869,77473d11b710f387adbb4fd8b4fac8ab34d3e01e,87072b55c0a29928590da436d2991015f919869a
305,16822,aaaa2bdd5e5795dfba689cde110999a9a9225fb2
306,16874,1031c4650df27fc77206c38a912228fb0862e198
307,16866,e7f3db9796e3d94b346c4090556a0d30ecdb1508,16ed5ec3aa9e4cff44645b8540a8396b6da8f79b
308,16784,af185d2c1e39169557e996b3fd1ead6acb174486
309,16863,08521a1c43780a711113ef42043f664f256e8978
310,16865,578e1a9dda135516d51f00680939facbc63061ba
311,16868,6252794ebe6cd6f04131dbb1ea0da3a8cd4c6ab1
312,16848,fb71d475437ffab6fbfb97962f375af5571c775f
313,16814,e4998f5fc409eeeffcfdf80e6c0da422e7d7cbc1
314,16885,a195b746c6c8a3b8aa029cd749a3e0a901658c37
315,16888,569878fe140a73f1deef7b3234dd3fe9dba685a4
316,16887,906c71b8bf990a9f6dce535a1842a2b3d22a5272
317,16894,f99acb8fa6fd45c6219f7024826fed01f4dcd97a
318,16902,2b98112ce1a71716fec63c721d321ea31c9a6ea7
319,16883,e1f5738371c199810e1ee04fb7238cd0746e2600
320,16627,f91b64d9ad7b2be3d2012a479f31a30e5602970c
321,16695,12c48df242f61c6e028030499a43b140f41873e1
322,16904,b2739b5196250a467ce0c315b3fc93065267bfee
323,16903,86f7cef7f43f9289e9aea96799875ed9578c50ab
324,16891,9a4a62450129deb77b749739d7c01adfdaa5b9dd
325,16652,529a11cf5b7557851472d7cb646559e0d3b02763
326,16798,077e76c47088348c6c4b5d16d821dfea67367683
327,16802,ad997d3725e9fa03d04798f5f39f74c6fc7f989b
328,16917,85056b086f950799b79a8f999e9a3edd406b0785
329,16856,8d23dc71b6d30c799e43e359ad622618d684b7a5
330,16916,a3d05c2f884da5c8f2eb8f688ed355ef5b0681ab
331,16892,12949cf2e65b02f7d67028187cc45f8d4bbc403e
332,16889,1256d6c8cf149306032677fa8e060a8de9e69de2
333,16930,06a814e66f8da460cb4d6f94141dc6ba9882cc0d
334,16914,5e5033f5e5e6860c1de30a86dc46e5e397fd0b0e
335,16912,f6a080bb79197cbb4c201ea18a254bf6572b5e4e
336,16931,81b5819528f4b3520fbc51cc9b0b355bfa0cc515
337,16906,d02c121f79507132f56527ba1338f8186b66dd46
338,16944,c730a2a2e35682121d69d3c76cbd7af371f01c41
339,16873,d49d7b47165b2c629a916a2c3b0fb11067e49151
340,16952,6d3f5732f002e41a65fb88bdd762562792c2288b
341,16946,338170ecceaf6d8e69ad1812d416dfaf728096f3
342,16951,32321375eee91091311624f64235935a95fce652
343,16964,74b9ca426a084d0233137a45ecc3c82895aa32e7
344,16959,c8450814a2f3a1a66b0da17f0bae87e222ffdffb
345,16922,3757a7296c9cd700f9eceb8a9460a2de44e7cc01
346,16966,6bc988b0870b7d4d56a73c13b45fe5158f81c64d
347,14511,8b4c1ef8285dc5d54d72a21d5574d11b04feb431
348,16955,e27159174a017efb3ebc66c9c66fc1785c4bd930
349,16614,12d3dcecc6bdac25d485a90b6e077c1ec9d29bbe
350,16970,0f181a9dc4bc5d08e7876a726237c3d10e671b16
351,16927,b20c690e3e96c16a7a5c4ab580060db4ccf28d86
352,16882,aca55a42aa5117f4406b68b1ac217063cc7ab3ec
353,16979,6257369adcf940d81196c476fbbf6978cb008ada
354,16958,1a277c31a095a1b5b8212ed6c0425fad7bb4a42b
355,16721,7497e4933c6fc0819f8f202829c26c410e4f0e5c
356,16972,1a8cc981607c6e7380257df807d62fbc35b877e5
357,16945,15e939d542d06557c6ce910358106edf9aaa0297,15e939d542d06557c6ce910358106edf9aaa0297
358,16897,bc43f32c9d7eb5db32f580da85d14a98518b1d8b
359,16999,9b98db9ca949bbb706a3d647662985347816d9f7
360,16825,7e6d863686af20509f4a0dc7cd4fca351e295347
361,16965,9988ebc7f2cf61216d9f27a07074046357440079
362,16973,749493d4b3a388b91bd454cc153000049b04b526
363,16430,f91dcb9c10aae7995bd1d0a8c18427a47bd5d395
364,17022,639f30f99b8f4fad81324c10f498fbd95ebbe6f5,c4aa67cbd9b37b5f6e290ad7b90ae2ad217adb84
365,16919,ed622e91125b5846895d6dcca5366b1775b47d6d
366,16436,8f8596761250d15d64a983d34f7de09645601d16
367,16755,394d8d1f2155a8cd162c3a0e2c0d9a4949af5c50
368,16971,153b5def01ae036ad1b9318cc54973a10919f0a7
369,16840,37e46aa9aeec213c94d991da55e16a78b5adf9de
370,16860,da02f1330f1dd872f1e723a1f6e35997979df27c
371,17031,ba471607a32e0117d83fd3ffd1f50f51d18ac5e6,2ceb062c9b3b250c8749ab28a976b23aedafccea,5e30301ff32ec1a8c83519bab1464437655efe32
372,17030,e082719e3fcb10a5dc9ca3207e0b95fa7834238f
373,17033,e48a285cfdd599a35175d49c81cb577d0aa930c5
374,17036,baa9adc06af08b9c7dcc1609553795f589a39240
375,17054,ea6ea6735131e48aac277c3a6d9481adb58285ab
376,17055,39ff579432fc6261469f9f0ce6304ca29a5ef141
377,17056,c256e409c99ddb5b3618e99ba27af83ea38bfe90
378,16995,ed0fa35dc2909b346253ede7b10ce19a2566b511
379,16907,5b108b5726ec196f4b61d30f406919ce70211754
380,17013,1faf71f446605bbeecc528447648b3bb5cf95830
381,17067,519380d0091751ce429fc78851d741bb01ed5fa5
382,16956,4a72dadb34f313d242908b086f204cd5346d0bbc
383,16939,f5bb650f784f7d9021178633e7da3b7984122b68
384,17071,23fac785dbfc2dca4f7646ef43d21bf8d340f449,65dc4c364a90aba2da9d312b696b85c5311a1b0a
385,17016,c81b6f5ca9bbbf47b303322841b5821b780b14f2
386,17073,e5b7473a21735699f638699d573ab01b183db0e9
387,17035,9b094e660c89eb43ee7d24368711694279bd3b9e
388,17020,4a17f5ca11aea146977924df70442c20dcb63bd4
389,16899,4727b2475f89cf7343edbd095647635c0b26f67a
390,17002,f52678864de6423da3274efb1131c24b0b450d1e
391,17037,470e53f6b446f6adabb0ce4164b8540b9f65f09d
392,16961,3132cbd98b4856353b5004271d60ef5ca961dbd1
393,17072,8da9eebcc6cc2f0dbdb75f88ee48ecb682b68771
394,17063,bada36245443d57428e4048670f709d57b45cd69
395,17085,1dc63ced73eefe7c19cbe51efd6b1b85026e8b0a
396,17087,e062ebf09626af195c64f3a3bf4bcf29509edb83,d5c49121b6bb422102a42071816cf203794133c8,ba093a07b7ea220baddc280942247b828ba0c5d1
397,17093,194506d495a2e2b7b2fad5dbb655f404cecb2c04
398,17100,1b9d8ec9eba4e86c03284e732d916e51782cbbc4
399,17082,643bcbc3fc85c7259658177444f76763f8beefe6
400,17094,ac2ee5b8fcff794eccfeee79e676f6ff11496963
401,17066,2072e4ce81b46ea2a09d3b10549aed05e11f55a1
402,17102,bf5f6174adaee1c400d4f6bd947d058fec0f9c0c
403,17105,bc63dc68f80d075a544f5fe548abeb9127a60673,d0461a9d8d662cc686b841d186a0379e6fca8fc7,83a5343d125bfd874a70633419ef18f8dca28c55
404,17097,f88da6cc14d6aa01048526e6f59f7cddafdce2cb
405,17080,376818187936984c0d89fc242497b049350488c8
406,17103,5818100a80d98007663c8dc4f1ef78b0a7d98549
407,17074,eb887a8c74a4b7444154200638fc336d0d0f198f
408,16975,410cb281771c28edfeb8fa55f41748e466c45413
409,17122,e416137dfb1d50b15d42c6b35d4299429846a98b
410,17005,5537a7c2ba6fca532c8b4e380278766d659981c0
411,17127,4d6596359c2ab14b9de83eeb11173e5afd734d05,b74f7b936eaee60cdcf3dad275c2cd801ad796d3
412,17134,e5f218786d5cf427a5bc1794c32df02a5f89bb46
413,17111,f9ca01e3a5348f79f818116d2b4690ea9bb847d9
414,17135,20ab9bf58199b835e89123b433832f3afa439884
415,17120,db2e8ea79f5337fb5f457150a781dbd5edfb6ffa
416,17138,5af0ad900c2951752d0896019d4024ae92dee05c
417,17137,41a89af31d39d3e77b1ac0ff078fed4c1ed72b71
418,17142,c76b84e80c147b4feb1421327fc76d3ec2ad93b3
419,17130,0004522028ad30bfb7299a6e50cbab98a63ffeaf
420,17090,10e9159eaa92364f03c8359c47e6129aba1f9bda
421,17136,0ce8c78e0c19b1a0f6b555bb367fd3d25b0f00ba
422,16700,8d84b6fd38a00f41eb5d5ced1b4edc1136bb8c4b
423,17012,6fb01aa269e7654db21f32c4d44df0d6e0a93e67
424,17126,d8040ba86520ae584f36628bd7eece1558970f41
425,16915,55be8289ff1601824707bb2ef9d554b01123f713
426,17164,aaa383b3e113b2416f9787d4eec6acabf7967d4f,495b08a3c7e4fde49b919749a369e8805f5190c1
427,17165,0ccfd7806cc0c0dc74a9b354b8660646354a1978
428,17168,40b6f1ad2ba099f32b34b36b33b7fe0c25e53c97
429,17166,06c3637681e4dc2d450c5f0296203493cc536387
430,17169,ea9dad72492a1031451324a99513c8e7ff565c16
431,17099,8c1ef74bb125bf49d6b1e3f2e80ac235adb27bd8
432,17176,ea2a460cf68b6d16a3b379842e91c0bdf942ca16
433,17152,4e8c496082b25be00953d3dc60812ecc92f3f4e4
434,17150,2aa7adb269c795b721a9fcbac98969efb5b4a006
435,17154,d1b3ee2e3234657044bc5d0f4a9facf0fa06599c
436,17149,26754eecff93d568f4531e31c7c1bce3202645b1
437,17175,05217395db99f0d02a6737ed0491fa65db96632d
438,17183,06effa7d7e2e89dee9adae6518f922b67f2a47d7
439,17146,b45d0a108474bafc56d853b74d89ac82800a38f8
440,17191,820542466734e0a1c73587b1ef3851c2de11250a,1e3d0174797c3abb24773fe423c338de50cb4f1a,670738b55f8adf53fcba496d5043cec9a4cad5db,d8c115d07a426a3bfc3a6cf6d243bd1d9d0da70b,2c8d5f0a392be3e4cf4f545690d8987fd2aa61bc,fce0e64de9a96694d99f14069c7655ad429af01b
441,17185,2f7fd4f03e464946ea752800ca06aa2676e9d75f
442,17194,cb52186661254bb17e809ccb753198e7e59c2d90
443,17159,d2f543b4b1f10bb43a78da807888c3af01cfca25
444,17047,f57af77e69ebe0f47da00716cef4a8ff5ec9d9fc
445,17179,dea3a20b05eeccad9989316008499e9c7d85a269
446,17199,c6dcd3de56a311579bf320b4921b42a000c3491c
447,17124,2f6d69e2e602de9c48403fd92ef868559b27f4e0
448,16692,35c6b7691f4043fd49d8393b84224f0d1df1e7fe
449,17106,18fac0a24190cb3f90057d86232e773758bb1284
450,16934,6861610662f19ee74f8f28ba00976b9f4641ee4b
451,17095,026d82fac3fe92162de68adda1f35c5d1b017023
452,17177,6f723639326f6c479b604c0d955991519d85ff2d
453,17034,957e6fa4ddb9a4cdae818b49850a7b6949a5e6a2
454,16881,f0ff9f3860b50f3ed857b9b820d5adce5cbd7f10
455,16905,fa8fbbbc36409424c0aeb79ef38e5fffcd8cd422,f37c3a649f465ae0c1dde2b3edf8fa71bffe6746,7c2d2a551cf831c2111b6070674b2f564d218efe,8760cd446cca20c8ba7f9a49cfacb20e653cc3dd,d12db16723f648b11ce1b0cd306a3c82ce4f89cd
456,17207,d28d72cb960111e038a54e7b7ea1f897cebe12a1
457,17212,c7f8e5bdb7dddd8ad437343f8715f6d36cdcbf7d
458,15808,01dd63c440d0ad09542b8d3b9301658a6e8a0d30
459,17188,fc100ae04315a8954881169eee5cdf156a43b48c,f2006f61dc763cf8f8fd7f56743d7cd40f2f22c8,d9c9a5333249a3274f788776de33e06de92d5674
460,17213,b18d52bf1cb9832d89802cfc6dbb2ec373f8099e,2ca93bd2f9f06b2bc6592b53b89a996691ecde4b,37c197f225608b052e1e53c72a63f14488185dcf
461,17210,3355d2dd8115b3b2a412acc6efacd43fe0d63093
462,17216,ad2132e611a7e8b7c7dcaed1c3ecc23d40dc17de
463,16746,8bb7b8645a2622462f065d53f252b922bb304134
464,17222,e8ed2494ca4af4d64706ac3ab06ba405391977c6
465,17214,52c4d876330535d6571f2ced69bcb2f9c92f1712
466,17230,209c4bae3ec1827d1b0e4799b12a51e88012554c
467,17231,4ca42a933f15ef9797a3c7e03a730a84eac65316
468,17243,63025d93fd36e834a5f0aca46b659cad0d01d2a2
469,17229,579e385b96c5fd4d9e0b597d4820e3bd2e6cd24a
470,17233,cacf99b97314870585af79e78191b836f9e072b5
471,17245,1cfb39203b3bd8454a6efd036548a0d4702828d7
472,17244,28b3446d9eb433a23b595996d4a32dcea5f46b14
473,17246,12ff246297a01ebf9cd36460d8b12cd3933fe8f3
474,17228,7fad4a12e223bb3fc89ae75d448b93ecabc825f0
475,17238,1e9ba3a026623686394453e1b2d4e68e50460920
476,17236,8e649c35450e77e68ff468ced77987e4c0b51f99
477,17219,cbc8cc658bee5d8447f538bf5e6775bd8dd0dae9
478,17249,1cf081529e5e37dd9472f7c7b0d0ead659e9b54f
479,17225,30886f997fa4fbcd7e7cc585dfd2109941f139c4
480,17162,7df7ceb6d30ebf2a9e4856f155839906c0c64797
481,17254,8718b75b7a89f04e2423d11a009f11b37ef802df
482,17255,d4fbbed1064c187c08c63ff8d08e1b7e0cf640d0
483,17263,8c5581a6f2190cbfee3c223ef8ccaf84802de041
484,17251,6ebf07f2cd4f71218c6a4a2ed5f855a5ac9ce9e3
485,17227,0db52289a39cf21618ec604f2b0940bbfbfd616b
486,17262,1b6bbfaf367211bb785467731ae1a111a9487dfd
487,17260,502115435d88a44cd2a30db8e0b49d800edc978f,3ef0544e7a5bcce4329afbd56c141aef627f7122
488,17226,165c114aaa68a52c5aa10ae1df93816f71061840
489,17272,5567c83049518a06ee229d8ccfbb273adba36618
490,17279,7c7d406fc01e6f867519c8aa3959d5a96a896a3e,8836231459121e0144ae03169554c1d0636ec5ba
491,17280,5784d064e7da1aadb40afccb998afa49ddc8e9e7
492,17275,d457346e06db117efdbab2057748c8426855dc14
493,17131,481b3005c63daa38d163e46ef5bb43288b1403b7
494,17261,7f95f57c43ac7ecba13c0ba6cec80e52a9086263
495,17160,9cc5ea3862894a10d87a51e302893b0165e4850c
496,16855,33d62537d4f7ceeabd8439b26724450a88981d58
497,17294,9832bbb0ac059418c5edeb6388678be89e44f560
498,17297,4e81814709b0ebbab4ed6e5bde22370b0fd5e4ac
499,17313,850def2f3bbc97f0701bb20dc75cf470d162745b
500,17259,96050effa6e0461b986ac33ab15940b3a9d93353,80db55591af3bc85f3f2d0735c316b9b08350a79,bf3afd6cad3974706287d0943c3a5d0e823c1e5f,e7b199377c1876c308b8420230b5ea74bf7a2aa9
501,17305,734b77688467defe62010b3f4eeb6d1694a7e596
502,17312,dcb522d18145c14d503ad818b416a0c9f63ca759
503,17266,44e99c5eec3b7302c074ca1153e1d7fe9bd84497
504,17299,05df3970c21fc31d17a1d79e6738fa43d78709fd,05df3970c21fc31d17a1d79e6738fa43d78709fd,05df3970c21fc31d17a1d79e6738fa43d78709fd,05df3970c21fc31d17a1d79e6738fa43d78709fd,05df3970c21fc31d17a1d79e6738fa43d78709fd,76068d8d6130f837f004bd435b23175886319a02,76068d8d6130f837f004bd435b23175886319a02,76068d8d6130f837f004bd435b23175886319a02,76068d8d6130f837f004bd435b23175886319a02,76068d8d6130f837f004bd435b23175886319a02
505,17318,a194de4cdf2b3e3567672edf75aee1b5624d199f
506,17320,ac1d05ad4066456ddeab9748ab28989dd2a70ee2
507,17232,f068c89ca2246e7970af1e8286891687fd292564,5a6fb5abe7d302bb059d96d5f15907f0e222a8c8,140750f543be2a9d70f0043c5747ffe43f9f40c4,61db5aafdd871f1b575614c0c79ab2043715f81b,55e87320f0235ee60fc64af6f2068eac4ae3084b
508,17319,a2ef1274c30779eb7b4384b923764099a6f4256a
509,17307,806f75fe4f1f99ed1b04cb8a6e796a60bfd93872
510,17331,dc0eea6fd1c76c1060751d24ba8d0e93b8ea0277
511,17336,73ae9dbc3693201939efce02b2b36c4ce5b352bd
512,17315,3fa5f6c66e5d87e25425f2ced2c21d546aaf3cfe
513,17338,08e8a7f2c3c43366358901d304bfe2808962577a
514,17340,27247739c68faee7b2a63ae805222d4b375d2161
515,17328,2ddcf8cf161f8827a6ce51a3b87c6a289563c7b6
516,16816,2b4790a1f3be0ba846d42e128a3b9a4c21c276b9
517,17344,d4d93b9699f0f903befb5a72ea928cf5e1f4ac6c
518,17330,0c02bb1207af75c176c369e411d9f4407e21030d
519,17302,7d3fc17e815073e24d1f1506305e6ae0c4753be7
520,17326,0aabccef9bf6f17313fa384349a8089e8d8b0642
521,16982,a03027cab08e9b2caddef8cdd8b62b8d2d6430c8
522,17321,37dc33a257184f1274d63c5c346e4a3c59ab55b7
523,17349,cd6e574b87b4746afa980165a52e0eb0a95be58e
524,17352,be6f43c80e88ec0613c35714bac9c110d4012acb
525,17237,886cd73784befd68b45c4fa3fa4f6864fe366139
526,17361,c13f36bdfe4558277b92fba714385d0ee377bf0b
527,17346,70675241410f886b096ee79decaf6c3da047640a
528,17348,de9ccfa63fc373d20759275c5eb5f3706869def3
529,17366,58b53299b76c7f788a18116676ea8aa9c00a0b9c
530,17358,3f9d501a78f66b9d140bfee3a6192a2de91e4f6a
531,17347,c0d50719eab15fbf7fe8259fd3df065af7eb91f3
532,17355,1dbad7cd881f1051fe21e72911bd4ce0228cb954
533,17351,02bc95a51acd5658757422078faddd758e488fcc
534,17370,b6388e271fae6f50fdd694f61295eaa662ac8851
535,17350,edafa021d3b8e5b5762a297afa38ae58c21997b1
536,17269,4f8a82c9fdebd7e9dcc5392a8b3a0fd129789bc0
537,17374,0102263645b73422d84dbe7fac3bdee65c7447a7,ae0fbd366e3125d8da99663a492f6116de4214b9
538,17345,e97e1f994d0310b4f988fad343793019cf5e273d
539,17377,e8b6fcc9451eded4ba370649bcb41fad405f0b2a
540,17362,ec653e70bfaba99e9fd88ceb3ff475eda83cb8f1
541,17386,e5721bbb233460d00119db7422b1613a299d81e4
542,17223,4908d1f19a615b033ec148b49c8fab83f1e6f0ec
543,17388,958b9b2658f6d866ba451781cfa2180e2b340f35
544,17396,37f628750af0f81e7550989e83bcfe3d134fb6be
545,17414,a0c7d73d6fd1f01744fa072ac2bd5cc2fa3e158f
546,17408,d44e0e80d73d59de204b5db881e3d8c6076b4cac
547,17391,fffad7e3a8f57a7eaff67d43a3a29b7f64e94646
548,17379,a2992d634b9cfa6ae8572ba597f009cb05104743
549,17400,d8ae32a9ee7763c861bdc31831271d82aa8a4953
550,17423,105ead870774ad116c8afc5352de1e1637301e2f
551,17429,84f4e1dcbf96925105f4d4f54bb9cb9b61067603
552,17380,91413f78f3242aab3d38d0fb609dd748999265fc
553,17436,bc678a2c10b98d8624bc55da1e4409be13a265f4
554,17428,1d44139d0153586dd8d09505bf3fa3863837e1b3,b19d9aa658c3ef830ed75a4920b68c490db185d9,5fcd00669c397524eaa57c6459d9e3f4c85a7b5c
555,17432,67c8d0d812d5045ca084d24ad271233685a6c899
556,17437,32ab6bcf004dee2009ab98f9381842ff3fc6e6f2
557,17442,4b9226619c9caef3d45778380198c70a43e3570c
558,16992,9f50bdb2d944793d30ea2d052cdad96feb282003
559,17456,3ff90ac0c20ad4349cdf7e6367c2c913a28dbcca
560,17453,f07e93da2f2a5fff3c5d1f050d4e60ebe90f2381
561,17451,2cea0a89d18b445960bc6ba07124163a8424e8ec
562,17427,21d7d41bfe4a8aebed8e73deadd1fb1177360392
563,17450,7e522ef179441d75580be33d01c119dfafd385ae
564,17412,fd82c6036ec3720d568050c1e538f9729cef984e
565,17420,c1461e4a2d9c539506b88af786c948ff8a8bad7d
566,17474,20752df324d35dcd522688ee40ae3b0052da6a3d
567,17466,b96260e603fe0188e54019bfde8ca00bc2b5d78c
568,17485,f731db32dd3f1ffdd5ab9390ec6c203ed04dd576,565b81e26fdc63aa09150e54cab76b8ee0345ba0,858fc119004e41f864bbf7a7ad64666a9693058f,cd2388fd6fc672d3c9b130a4febdb3f665824b46,296b8d40cf8ff28eaa343e5262fb92b95a2e11c0,d34ba480f9880693ac4fc36bb55e1632e310c56b,5fdea0b84bfec190a7d1dd4e40e23d962749c20c,0e02fa55af1f55bc9fafbe1bebdac1bdef04603d,274db87e60b84b9d496f821f45bbda338315b944,d5b182c6d84cdd288defe1085b6c785927ee175d,113d855adb3c8d64d4c71969c60527a67a6857b6,8ea042648814148f3145dd96e99471e346a3980a,d4a2f01064ac0c6d7f6ae3e2ceb8a1dd15b4139f,64c34055947581b3228c61218d68efe017a22d7f,cf1a9e003371495f4fff86c690da0213fff29c85
569,17488,f34fd20fbf009c9ef174c1fabdbccda47c93b9da
570,17298,ebb5846e0d743a12a359f4b1dbcea9d18ccfe867
571,17455,bc9b64b8070f5592502dc31b3b1b370a5c51e5d3
572,17475,fb5b2c949ddd2ab09fcddb458584a5facd9ec94e
573,17496,06634333898af21955c75f12f856f5ede30f2f1f,b98911d4f8fb077ee287835ff4736834287669a8,fdca1630dcb32c302ff679f6c78f890a18258678,69407517bc67189b4cbb2ab69e3b1c5f584249e6
574,17499,15d61d3f47bc1f6462e0de230ff274d94cf26787
575,17481,433d7c5004c8eceba335c7d36c060ac1423f9bc8,d08713198fc89cb35398e0d0e7ed05a1ebec979d
576,17484,745e5ba3c35c31721e45b6a4772bc524071ff95e
577,17500,11dca2a3b840de293cd48468c5687986bbbce5b2
578,17464,1e60703a191297440d25f1f3a103fb515163869b
579,17505,b99a3e9514cfca1765ba064c2f226e0120fa59bd
580,17503,a2cd8b24956e1b80924ebcbb8c08d64ae5cc8794
581,17494,61594078466fd80a4f80a0c3d670adb8301144b0
582,17483,92c08fab4d417d9c3e62dab7f1bac5a710f28916
583,17491,4419dc919f01c6d97ecd1662929adc6e7e642e83
584,17489,479d2dff365a688cc0045b3c76aa7aba79d4784e
585,17510,cdf8b839aef8068f601bdbed5b3fd7ec4acc462f
586,17514,bc769e7376c3345d7908cbfeca1fa5534be59677
587,17502,8b8b8b5010140b56bab3130e1b5b5e296dd86752
588,17508,31b475e25a4ab5b6d8af731be9bb9e8158da31d9
589,17173,df30c7228c4061573601ea9a71772cc6f00e4b85
590,17443,4d7adf4d2a0c7c31d8081a4c01d2bb16b4029ea7
591,17478,8fda1738f728dec900e7a53b78fefdbbbc9e0924,8fda1738f728dec900e7a53b78fefdbbbc9e0924
592,17527,43a938fefb331d134a3a675ef087e2d2b903c8b0
593,17526,e5d88dbd04b6928d651caca7619e074b5b39bea9
594,17516,1b5658d5907c3c9a0a79dbe4eeaed05b3f8cd885
595,17531,2dfd682ac9e436eb6bf5bee8baa1b4ef14e8d838
596,17387,7a15b718735eccfac6ecd7467a09279d2f23e16e
597,17520,fe7654f745c9b8ba030c9c4c1671904c6d9bda53
598,17511,951769b2795df22904079d79d8d97d35c44466ba
599,17532,2c8e0f68c17f6fa2e79d64a9a9bc46b2a68beefe
600,17535,861812252a7cf5ab092b9fa8d75e3856c00f6a81
601,17530,7952e7378043b516dae5dd6283b88f177100222f
602,17540,6fd07e47457587cf2679e597d90b372d1f4a6e3e
603,17525,b7ef7363382757c2951a7a84026d5a1baa7f0130
604,17476,638e2c6a8614d25aad591112d3414e28641b97e0
605,17393,1553889bc54f87060158febca7e6b8b9910975f8
606,17544,81a4a19f0a3282866cb6459da5f56ff67f26b940
607,17548,0595c0e6d7248b66649ff7f35fa59ffd5fe42c94
608,17538,25b53a642b4756332e5cdb932ed09521da3418df
609,17458,a7287bdae54c0539a74fdbe87eb73ba268a95ed6
610,17550,aea7214eb47c8129217edc96212c20eca503f709
611,17441,ec81a868a104ca0c465023ff5d9f90c0f131f725
612,17430,fc390a5f2493ae908ccf2696c4ca675d82104db6
613,17444,4ef7c566af91722821031f11d704cae2061937e3
614,17553,8800bfdf9c18c1c01f18673a80005fff550c3c9b
615,17559,9d781eb78ce8cfe79dcc932395e3b72e4e830825
616,17509,6ac749ed2099036dc0cfd9dbd9ae9fc22139475d
617,17519,768fefbad1e3835c3be09828c9c43f2964079f65
618,17554,d6ee245c94a8365c1d418ea82f9b83ce11cc53a3
619,17382,84d64d314bdbbd8cee07bbcb9ec8d030abe0156d
620,17558,893486638cae8efc46323d6c2209fc99febcd05d
621,17487,f1a3f3c58da220a6e8d462318657dd714e911974,1bd76c6069f347a5596d98d40a2a76111639e958
622,17195,4ec9bd03e509c610c95cd538c26091b873276491
623,17555,1801bdad6a6385a118f9d59638c14695b9039906
624,17565,fec907397d6f6444e0e9e79e9661047f64f8812c
625,17571,c5e3ca90deae61f2f1f64be66bdcb048b9ef0acd
626,17570,5f3446bd12c32727b926eb0d39769af96a6a389c
627,17572,2da4e54a7f4265f19df0703a7a88f7d3ac1c8d69
628,17566,0e3caf00df54199be88cfcb53ed847226defebb4
629,17537,db568c6fe0cb5eab71ed729ec5b412365eacf280
630,17574,6f04054541a18c66e2444954c228def0e7577ccb
631,17564,fb7b075e4930751421a5feb0b9ac095d832df228,450d4746849d228c85748d9ab4ef68f90ac0c7f2
632,17522,c5edcd1ed443ae5b960d8f8972b0850b7999e44a
633,17534,e4cc70f4b5038ec5d6500ba988d0bb67143658bc
634,17577,cddf90dda46e7420679636ac1d358f411a5b5fcf
635,17431,7f91972ded81be1d71f178b99a176bb1ab570e10
636,17592,b0d966bd7ab887f075f6ce3d1c9858af6b52f30f
637,17551,d274cfbacdb2aeab0184662997882f3d78991e48
