group,oldest_pull,pulls_total,commits_total
844,2467,1,7
845,2468,1,1
846,2469,1,1
847,2472,1,1
848,2473,1,1
849,2478,1,1
850,2447,1,1
851,2488,1,1
852,2489,1,1
853,2490,1,4
854,2491,1,2
855,2492,1,1
856,2494,1,1
857,2497,1,1
858,2499,1,2
859,2430,1,5
860,2513,1,1
861,2515,1,4
862,2519,1,1
863,2520,1,1
864,2522,1,1
865,2471,1,4
866,2523,1,2
867,2500,1,1
868,2508,1,1
869,2531,1,3
870,2506,1,1
871,2528,1,7
872,2529,1,1
873,2534,1,1
874,2536,1,1
875,2539,1,4
876,2540,1,2
877,2541,1,1
878,2527,1,3
879,2552,1,2
880,2537,1,1
881,2553,1,1
882,2479,1,1
883,2555,1,2
884,2558,1,3
885,2561,1,1
886,2565,1,11
887,2566,1,1
888,2568,1,1
889,2570,1,1
890,2571,1,1
891,2573,1,1
892,2562,1,1
893,2502,1,13
894,2542,1,1
895,2586,1,1
896,2589,1,1
897,2591,1,1
898,2592,1,1
899,2594,1,1
900,2597,1,2
901,2600,1,3
902,2603,1,1
903,2581,1,2
904,2588,1,2
905,2590,1,2
906,2607,1,6
907,2609,1,4
908,2617,1,4
909,2613,1,2
910,2615,1,1
911,2595,1,1
912,2618,1,1
913,2620,1,1
914,2608,1,1
915,2622,1,1
916,2633,1,1
917,2634,1,1
918,2647,1,1
919,2646,1,1
920,2653,1,3
921,2664,1,4
922,2655,1,1
923,2323,1,1
924,2670,1,1
925,2624,1,1
926,2661,1,2
927,2665,1,1
928,2673,1,1
929,2660,1,1
930,2669,1,1
931,2676,1,1
932,2627,1,1
933,2625,1,1
934,2674,1,1
935,2629,1,1
936,2680,1,2
937,2682,1,1
938,2685,1,1
939,2686,1,2
940,2687,1,1
941,2692,1,1
942,2693,1,1
943,2698,1,3
944,2699,1,1
945,2701,1,2
946,2702,1,1
947,2704,1,1
948,2705,1,1
949,2708,1,1
950,2715,1,6
951,2711,1,1
952,2719,1,2
953,2716,1,1
954,2724,1,1
955,2727,1,1
956,2645,1,1
957,2729,1,11
958,2733,1,1
959,2734,1,2
960,2741,1,4
961,2739,1,4
962,2731,1,1
963,2347,1,1
964,2712,1,1
965,2742,1,5
966,2743,1,1
967,2747,1,1
968,2754,1,2
969,2740,1,1
970,2732,1,1
971,2750,1,1
972,2759,1,1
973,2760,1,3
974,2766,1,1
975,2765,1,1
976,2768,1,1
977,2723,1,1
978,2778,1,1
979,2713,1,1
980,2783,1,1
981,2792,1,1
982,2798,1,4
983,2803,1,1
984,2804,1,1
985,2794,1,1
986,2806,1,3
987,2807,1,1
988,2820,1,5
989,2816,1,4
990,2810,1,1
991,2811,1,2
992,2812,1,1
993,2814,1,3
994,2789,1,4
995,2819,1,1
996,2823,1,1
997,2827,1,1
998,2826,1,2
999,2799,1,1
1000,2818,1,1
1001,2829,1,1
1002,2762,1,1
1003,2839,1,1
1004,2800,1,1
1005,2842,1,1
1006,2852,1,1
1007,2859,1,1
1008,2843,1,1
1009,2860,1,1
1010,2847,1,1
1011,2865,1,1
1012,2871,1,1
1013,2772,1,1
1014,2873,1,1
1015,2817,1,1
1016,2874,1,1
1017,2868,1,1
1018,2821,1,1
1019,2879,1,7
1020,2881,1,1
1021,2883,1,1
1022,2892,1,1
1023,2886,1,1
1024,2895,1,1
1025,2236,1,1
1026,2897,1,4
1027,2899,1,3
1028,2906,1,1
1029,2801,1,1
1030,2845,1,1
1031,2910,1,2
1032,2885,1,1
1033,2882,1,1
1034,2890,1,1
1035,2947,1,1
1036,2913,1,1
1037,2942,1,8
1038,2918,1,1
1039,2919,1,1
1040,2921,1,1
1041,2924,1,1
1042,3013,1,20
1043,2926,1,1
1044,2927,1,1
1045,2870,1,3
1046,2929,1,2
1047,2933,1,1
1048,2935,1,1
1049,2937,1,1
1050,2939,1,1
1051,2938,1,1
1052,2946,1,2
1053,2945,1,1
1054,3014,1,10
1055,2925,1,1
1056,2957,1,2
1057,2958,1,1
1058,2962,1,1
1059,2963,1,1
1060,2965,1,1
1061,2966,1,3
1062,2967,1,1
1063,2969,1,1
1064,2971,1,2
1065,2977,1,3
1066,2931,1,1
1067,2986,1,2
1068,2932,1,1
1069,2995,1,2
1070,2996,1,1
1071,3000,1,1
1072,2998,1,1
1073,2997,1,1
1074,3002,1,1
1075,3004,1,1
1076,3016,1,1
1077,3115,1,17
1078,3017,1,1
1079,3018,1,1
1080,2978,1,1
1081,3029,1,1
1082,3114,1,25
1083,3037,1,1
1084,3044,1,3
1085,3038,1,1
1086,3043,1,1
1087,3045,1,1
1088,3010,1,1
1089,3011,1,2
1090,3009,1,1
1091,3048,1,1
1092,3050,1,2
1093,3022,1,1
1094,3042,1,1
1095,3053,1,1
1096,3054,1,1
1097,3055,1,1
1098,3059,1,2
1099,3060,1,3
1100,3069,1,2
1101,3077,1,1
1102,3081,1,1
1103,3083,1,1
1104,3089,1,1
1105,3087,1,1
1106,3088,1,3
1107,3052,1,1
1108,3028,1,2
1109,3095,1,1
1110,3097,1,1
1111,3102,1,1
1112,3104,1,1
1113,3099,1,2
1114,3106,1,1
1115,3107,1,1
1116,2414,1,1
1117,3112,1,1
1118,3113,1,1
1119,3100,1,1
1120,3144,1,12
1121,3117,1,1
1122,3143,1,11
1123,3124,1,2
1124,3121,1,1
1125,3122,1,3
1126,3126,1,4
1127,3268,1,4
1128,3129,1,3
1129,3130,1,1
1130,3131,1,1
1131,3074,1,2
1132,3136,1,2
1133,3137,1,1
1134,3141,1,1
1135,3138,1,1
1136,3176,1,7
1137,3175,1,11
1138,3070,1,1
1139,3146,1,1
1140,3148,1,2
1141,3132,1,1
1142,3154,1,1
1143,3151,1,3
1144,3145,1,1
1145,3152,1,1
1146,3156,1,1
1147,3157,1,2
1148,3158,1,2
1149,3170,1,1
1150,3160,1,2
1151,3189,1,1
1152,3222,1,11
1153,3181,1,1
1154,3184,1,1
1155,3185,1,1
1156,3221,1,20
1157,3173,1,1
1158,3134,1,1
1159,3186,1,1
1160,3191,1,1
1161,3198,1,1
1162,3206,1,1
1163,3212,1,1
1164,3162,1,1
1165,3120,1,1
1166,3223,1,1
1167,3229,1,1
1168,3227,1,3
1169,3230,1,2
1170,3180,1,1
1171,3093,1,1
1172,2688,1,1
1173,3242,1,3
1174,3246,1,1
1175,3245,1,1
1176,3306,1,24
1177,3247,1,2
1178,3253,1,1
1179,3237,1,1
1180,3259,1,1
1181,3236,1,1
1182,3250,1,1
1183,3262,1,1
1184,3305,1,21
1185,3264,1,4
1186,3261,1,1
1187,3232,1,1
1188,3265,1,2
1189,3269,1,3
1190,3266,1,1
1191,3263,1,2
1192,3271,1,1
1193,3243,1,1
1194,3273,1,1
1195,3282,1,3
1196,3280,1,1
1197,3286,1,1
1198,3294,1,1
1199,3297,1,1
1200,3274,1,2
1201,3399,1,1
1202,3298,1,3
1203,3301,1,2
1204,3296,1,1
1205,3307,1,1
1206,3308,1,4
1207,3310,1,1
1208,3338,1,4
1209,3267,1,2
1210,3288,1,1
1211,3317,1,3
1212,3339,1,4
1213,3168,1,1
1214,3329,1,1
1215,3328,1,1
1216,3333,1,1
1217,3403,1,11
1218,3401,1,12
1219,3343,1,1
1220,3224,1,1
1221,3344,1,1
1222,3980,1,35
1223,3349,1,1
1224,3319,1,1
1225,3360,1,1
1226,3332,1,1
1227,3361,1,1
1228,3365,1,1
1229,3368,1,1
1230,3372,1,11
1231,3373,1,1
1232,3353,1,1
1233,3377,1,1
1234,3383,1,1
1235,3331,1,1
1236,3369,1,1
1237,3387,1,1
1238,3386,1,1
1239,3355,1,1
1240,3398,1,2
1241,3395,1,1
1242,3444,1,19
1243,3400,1,1
1244,3402,1,1
1245,4940,1,18
1246,3406,1,1
1247,3420,1,10
1248,3408,1,1
1249,3534,1,6
1250,3424,1,1
1251,3425,1,9
1252,3413,1,1
1253,3426,1,1
1254,3411,1,1
1255,3364,1,2
1256,3418,1,1
1257,3422,1,1
1258,3416,1,1
1259,3427,1,1
1260,3430,1,1
1261,3429,1,2
1262,3431,1,5
1263,3432,1,1
1264,3433,1,1
1265,3435,1,3
1266,3441,1,1
1267,3445,1,1
1268,3405,1,3
1269,3471,1,11
1270,3470,1,8
1271,3326,1,2
1272,3461,1,1
1273,3466,1,1
1274,3467,1,1
1275,3434,1,5
1276,3480,1,1
1277,3473,1,1
1278,3494,1,3
1279,3464,1,1
1280,3493,1,6
1281,3482,1,1
1282,3511,1,16
1283,3492,1,1
1284,3504,1,5
1285,3472,1,1
1286,3501,1,1
1287,3507,1,1
1288,3509,1,3
1289,3513,1,2
1290,3510,1,1
1291,3517,1,3
1292,3565,1,11
1293,3515,1,3
1294,3514,1,1
1295,3520,1,2
1296,3527,1,1
1297,3531,1,6
1298,3526,1,1
1299,3536,1,10
1300,3460,1,1
1301,3545,1,1
1302,3475,1,1
1303,3554,1,2
1304,3548,1,1
1305,3553,1,1
1306,3556,1,1
1307,3560,1,1
1308,3578,1,3
1309,3564,1,3
1310,3566,1,3
1311,3580,1,5
1312,3569,1,2
1313,3570,1,1
1314,3572,1,4
1315,3577,1,2
1316,3579,1,1
1317,3582,1,1
1318,3530,1,5
1319,3585,1,4
1320,3587,1,1
